Item_Identifier,Item_Weight,Outlet_Size
FDR55,12.15,Medium
FDS47,12.6,Medium
DRG27,8.895,Small
FDA02,14.0,Medium
FDF45,18.2,Medium
FDZ58,17.85,Small
NCH30,17.1,Medium
FDN03,9.8,Medium
FDH12,9.6,Medium
NCH54,13.5,Medium
DRH01,17.5,Medium
FDX01,12.6,Medium
FDD34,7.945,Medium
FDC53,12.6,Medium
FDO28,5.765,High
DRJ51,14.1,Medium
FDD14,20.7,Medium
FDW35,10.6,Medium
NCH18,9.3,Medium
FDK20,12.6,Medium
FDY47,8.6,Small
FDG32,19.85,High
FDC20,10.65,Medium
NCS29,9.0,Small
FDG53,10.0,Small
FDV26,20.25,Small
FDE40,15.6,Medium
FDM02,12.5,Small
FDU11,4.785,Medium
FDB51,6.92,Small
FDQ03,15.0,Medium
DRK35,8.365,Medium
FDZ32,7.785,Medium
FDU38,10.8,High
DRM11,6.57,Small
FDS36,8.38,High
FDO52,11.6,Small
FDA04,11.3,Medium
NCE31,7.67,Medium
FDC33,8.96,Small
FDS33,6.67,Medium
NCJ05,18.7,Medium
FDN51,17.85,Medium
FDZ10,12.6,Small
NCQ30,7.725,Medium
FDL09,19.6,High
FDU03,18.7,Small
FDQ32,12.6,Small
FDI38,13.35,Small
FDE36,5.26,Medium
FDY02,8.945,Medium
NCA17,20.6,Medium
DRJ25,14.6,Medium
FDI26,5.94,Medium
FDT50,6.75,Medium
FDR02,16.7,Medium
NCY05,13.5,Medium
FDI50,8.42,High
FDW56,7.68,Medium
FDS32,17.75,Medium
FDT48,4.92,Medium
FDU57,8.27,Medium
FDL51,20.7,High
FDO52,11.6,Small
FDS57,12.6,Small
FDR22,19.35,Small
FDB57,20.25,High
FDA04,11.3,High
FDM09,11.15,Medium
NCQ38,12.6,Small
FDP52,18.7,Medium
DRK11,12.6,Small
FDN40,5.88,Medium
FDV58,20.85,Medium
DRA59,8.27,Medium
FDE23,17.6,Medium
FDI08,18.2,Medium
FDE09,12.6,Small
FDG09,20.6,Small
FDS57,15.5,High
FDW15,15.35,High
FDH56,9.8,Medium
FDM36,11.65,Medium
NCQ38,16.35,Medium
DRE48,12.6,Medium
FDP33,18.7,Medium
FDI33,16.5,Small
FDO16,5.48,Small
FDW34,9.6,Medium
FDM22,12.6,Small
NCO07,9.06,Medium
FDC44,15.6,Medium
DRB48,16.75,Medium
NCV29,11.8,High
FDE28,9.5,High
FDP49,9.0,Medium
FDX59,10.195,Medium
FDN60,15.1,Small
DRC36,13.0,Small
FDE02,12.6,Small
NCU29,12.6,Medium
NCQ17,10.3,Medium
DRD12,6.96,Medium
FDV45,16.75,High
FDZ02,12.6,Medium
FDW26,12.6,Small
FDN40,5.88,High
FDR19,12.6,Medium
FDD50,18.85,Small
NCD18,16.0,Small
FDA34,11.5,High
FDR33,7.31,Medium
FDD39,16.7,Small
FDR13,9.895,Medium
FDA39,12.6,Medium
FDN01,8.895,Small
FDU04,7.93,Small
FDV10,7.645,Medium
NCB30,14.6,Medium
FDB38,12.6,Medium
FDB22,8.02,Medium
NCS30,5.945,Small
FDK14,6.98,Medium
DRJ35,10.1,Small
FDX19,19.1,Medium
FDX60,14.35,Medium
FDS01,11.6,Medium
NCT41,15.7,Small
DRE27,11.85,Small
FDY45,17.5,Medium
FDB56,12.6,Medium
FDS36,8.38,Small
FDF59,12.5,Medium
FDD11,12.85,Small
FDY40,15.5,Medium
FDA13,12.6,Small
NCX42,12.6,Small
FDJ46,11.1,Small
FDH05,14.35,Small
NCP50,17.35,Small
FDF28,12.6,Medium
FDN60,15.1,Medium
FDD29,12.15,High
FDG58,10.695,Medium
FDV15,12.6,Medium
FDV04,7.825,High
DRJ23,18.35,High
FDA11,12.6,Medium
FDX16,17.85,Medium
NCA41,16.75,Medium
FDP36,10.395,High
FDK16,9.065,Small
FDD34,7.945,Small
FDI56,7.325,Medium
NCO18,13.15,Medium
FDB46,10.5,Small
FDN38,6.615,Medium
FDW47,15.0,Medium
FDQ08,12.6,Small
FDR44,6.11,Small
DRH23,14.65,Medium
FDX01,10.1,Medium
FDB05,12.6,Medium
FDR08,18.7,Small
FDZ36,6.035,Medium
FDI05,8.35,Small
FDF24,15.5,Medium
FDZ48,17.75,Medium
DRL37,12.6,Medium
FDM10,18.25,Small
FDP11,12.6,Small
FDQ04,6.4,Medium
FDR49,8.71,Medium
FDD35,12.6,Medium
FDH41,12.6,Small
FDO34,17.7,Medium
FDL45,15.6,Medium
NCC19,6.57,High
FDY10,12.6,Medium
NCV29,11.8,Medium
FDC22,6.89,High
NCP42,8.51,Medium
NCX17,21.25,Medium
NCO26,7.235,Medium
FDU45,12.6,Small
FDR34,17.0,Medium
FDV35,19.5,Medium
FDS55,12.6,Medium
FDS28,8.18,Medium
FDK15,10.8,Small
NCP17,19.35,Small
NCE42,21.1,Medium
FDA14,16.1,Medium
FDF57,12.6,Small
NCV54,12.6,Small
FDR10,17.6,Medium
FDT58,9.0,Medium
FDC34,12.6,Small
FDU44,12.15,Medium
FDY08,9.395,Medium
FDK20,12.6,Small
FDV50,14.3,Medium
FDO25,6.3,Medium
FDR14,12.6,Medium
FDP27,8.155,Medium
FDB27,7.575,Small
FDW26,11.8,Medium
NCQ50,18.75,Small
NCL55,12.15,Small
FDG28,9.285,Small
FDO31,12.6,Medium
FDP27,12.6,Medium
FDR01,5.405,Medium
FDI08,18.2,Small
DRE03,19.6,Medium
FDV26,20.25,Medium
DRM49,6.11,High
FDI15,13.8,Small
FDM15,11.8,Medium
FDH47,13.5,Small
NCT54,8.695,High
DRN11,7.85,Medium
FDU10,10.1,Medium
FDU50,5.75,Medium
FDS26,20.35,Medium
FDC14,14.5,Medium
FDB17,12.6,Medium
DRD25,6.135,Medium
DRI39,12.6,Medium
NCQ06,13.0,Medium
FDX11,16.0,High
NCT29,12.6,Small
FDS07,12.35,Medium
NCQ05,11.395,Small
FDC35,7.435,Medium
FDU47,12.8,Medium
FDE22,9.695,Medium
FDA03,18.5,High
FDY26,20.6,Medium
FDZ26,11.6,Medium
FDQ24,15.7,High
FDT14,10.695,Small
FDX04,19.6,Medium
FDC48,9.195,Small
FDC56,7.72,Small
FDU19,8.77,Medium
FDT55,13.6,Medium
FDA45,21.25,High
FDR51,9.035,Medium
FDF56,16.7,Medium
FDK45,11.65,High
DRN37,9.6,High
NCN26,10.85,Small
FDA19,7.52,Medium
NCR06,12.5,Small
FDJ48,11.3,Medium
NCA05,20.75,Small
FDP04,15.35,Small
FDA47,10.5,Small
FDI09,20.75,Medium
FDU24,12.6,Small
FDI36,12.5,Medium
FDC11,20.5,High
FDY38,13.6,Medium
FDF56,12.6,Medium
FDB44,12.6,Medium
FDI15,13.8,Small
FDY59,8.195,Small
FDX34,6.195,Medium
FDC52,12.6,Small
NCW29,14.0,High
FDS40,12.6,Medium
FDI40,11.5,Medium
FDN48,13.35,Small
FDN46,7.21,High
FDB41,19.0,Small
FDT55,13.6,Small
FDI22,12.6,Medium
FDY16,18.35,Medium
FDN33,6.305,Medium
FDT57,15.2,Small
FDZ31,12.6,Medium
DRM48,15.2,Medium
NCL19,15.35,Medium
FDG50,7.405,High
DRH25,18.7,Medium
FDB37,12.6,Medium
FDW59,13.15,Medium
NCR30,20.6,Medium
FDY22,16.5,Small
FDB45,12.6,Small
FDC08,12.6,Medium
NCK53,11.6,Medium
FDM27,12.35,Medium
FDG17,6.865,Medium
NCT17,10.8,Medium
FDZ14,7.71,Medium
FDJ28,12.3,Medium
FDV21,11.5,Medium
DRD24,13.85,Medium
DRF25,9.0,Medium
FDN22,18.85,Medium
FDV04,7.825,Medium
FDL34,16.0,Medium
FDX58,13.15,Small
FDG12,6.635,Medium
NCL53,7.5,Medium
FDV47,17.1,Medium
FDA43,12.6,Medium
NCM17,7.93,Medium
NCQ02,12.6,Medium
FDN12,15.6,Medium
NCX06,12.6,Small
FDE24,14.85,Medium
FDQ58,7.315,Medium
FDH31,12.0,Medium
NCH55,16.35,Medium
NCC54,17.75,Medium
NCT06,12.6,Small
FDH56,12.6,Small
FDY46,18.6,Medium
NCM19,12.65,High
FDB04,12.6,Medium
FDB09,16.25,Small
FDK51,12.6,Medium
FDB33,12.6,Small
FDU51,20.2,Small
NCE30,12.6,Small
DRI13,15.35,Medium
FDV32,7.785,Medium
DRH51,17.6,Medium
NCW18,15.1,High
FDI12,9.395,Medium
FDQ14,9.27,Small
FDQ55,12.6,Medium
FDG26,18.85,High
NCW29,12.6,Small
FDK27,11.0,Small
DRL49,13.15,Small
FDK26,5.46,Medium
FDT14,12.6,Medium
FDW19,12.35,Medium
FDF22,6.865,Medium
NCQ43,17.75,Medium
NCA42,12.6,Medium
FDG08,12.6,Small
NCP17,19.35,Medium
FDS19,13.8,Small
DRQ35,9.3,Medium
FDR25,17.0,Small
NCB43,20.2,High
FDQ28,14.0,Medium
FDK24,9.195,Small
NCN06,8.39,Small
FDS08,5.735,Small
FDP27,8.155,High
FDE11,17.7,Medium
NCX30,16.7,Small
DRI51,17.25,Medium
FDH31,12.6,Small
FDR19,13.5,Small
FDJ04,18.0,High
FDP01,20.75,Medium
FDY35,17.6,Medium
DRC36,13.0,High
FDZ55,6.055,Medium
FDD11,12.85,High
NCJ29,10.6,Medium
FDI52,18.7,Small
NCF06,6.235,Small
FDG16,15.25,Small
FDX07,19.2,Medium
FDR14,11.65,Small
FDV36,18.7,Medium
NCP14,8.275,Medium
FDJ12,8.895,High
FDL46,20.35,Medium
FDL21,15.85,Medium
NCA30,19.0,High
NCN26,10.85,High
FDJ10,5.095,Small
NCE18,10.0,Medium
FDW21,5.34,High
FDA55,17.2,High
NCX30,12.6,Medium
FDA20,12.6,Medium
FDT20,10.5,High
FDR11,10.5,Medium
FDU26,16.7,Medium
NCY54,8.43,Small
FDP26,7.785,Small
FDK58,11.35,Medium
NCK53,11.6,Small
FDY52,6.365,High
NCU30,5.11,Medium
NCA18,10.1,High
FDX40,12.85,Medium
FDX13,7.725,Small
FDK36,12.6,Medium
NCP55,12.6,Small
FDO56,12.6,Small
NCT06,17.1,Medium
FDX45,12.6,Small
NCJ06,20.1,High
NCA41,16.75,Small
NCB42,12.6,Medium
FDE29,8.905,High
FDU24,6.78,High
FDM58,16.85,High
FDE44,14.65,Small
DRH39,20.7,Small
FDU33,12.6,Small
FDW08,12.1,Medium
NCT30,9.1,Medium
NCI54,15.2,Small
FDS16,15.15,Medium
DRK39,12.6,Medium
FDP24,20.6,Medium
NCG18,15.3,Small
DRI59,12.6,Medium
NCO06,19.25,High
FDR15,9.3,Medium
FDE29,12.6,Medium
FDN49,17.25,Small
FDQ21,21.25,High
FDE17,20.1,Small
NCI42,18.75,Medium
FDZ21,17.6,Medium
FDX48,17.75,Medium
FDH26,19.25,Medium
FDD50,18.85,Medium
FDL40,17.7,Medium
NCO02,12.6,Medium
FDF05,17.5,High
DRG25,10.5,High
NCA41,16.75,Medium
FDZ40,8.935,Medium
FDT15,12.6,Small
FDP46,15.35,Small
DRG01,12.6,Small
FDR23,15.85,High
FDF09,6.215,Medium
FDK09,12.6,Medium
DRJ11,9.5,Small
FDI32,17.7,Medium
NCG42,19.2,Medium
FDA51,8.05,Small
FDG57,14.7,Medium
FDG34,11.5,Small
NCI43,19.85,Medium
NCY53,20.0,Small
FDC33,8.96,High
NCK29,5.615,Medium
FDS50,17.0,Medium
NCJ30,5.82,Medium
FDQ07,12.6,Medium
FDI20,19.1,Medium
NCM06,12.6,Medium
FDL15,12.6,Small
NCL29,9.695,Medium
FDB32,20.6,Medium
FDJ16,9.195,Medium
FDJ32,10.695,Medium
FDO12,15.75,Small
NCB18,19.6,Small
FDO37,12.6,Medium
FDV13,17.35,High
FDF52,9.3,Medium
FDY11,6.71,Medium
FDL20,17.1,Medium
FDS45,5.175,Medium
DRJ13,12.65,Medium
FDR37,16.5,Medium
FDS23,12.6,Small
FDX13,7.725,Medium
FDT49,7.0,Medium
FDY13,12.1,Medium
FDD47,7.6,Medium
FDF20,12.85,Medium
FDS32,17.75,Small
FDJ44,12.6,Medium
NCY30,20.25,High
FDK33,12.6,Small
FDO31,6.76,Small
FDG10,12.6,Small
DRI49,14.15,Medium
NCA05,20.75,Medium
FDZ13,7.84,Small
DRI25,19.6,Medium
NCA29,10.5,Medium
FDX43,5.655,Medium
FDZ08,12.5,Medium
FDC58,10.195,Small
NCD54,12.6,Medium
FDM24,6.135,Small
FDS12,9.1,Small
NCN55,14.6,Medium
NCP06,20.7,Small
FDB41,19.0,Medium
FDJ16,9.195,Small
NCB18,12.6,Small
FDH38,6.425,Small
FDE59,12.15,Medium
NCF30,17.0,Medium
FDE35,12.6,Medium
FDP49,12.6,Small
NCQ05,12.6,Medium
FDP49,9.0,High
FDT12,6.215,Medium
NCM06,7.475,Medium
FDV23,11.0,Medium
FDA44,19.7,Medium
DRD27,18.75,High
NCK53,11.6,High
NCF19,13.0,Medium
NCY18,7.285,Medium
FDN56,12.6,Medium
NCI55,18.6,Medium
FDB28,6.615,High
NCA18,10.1,Medium
FDC46,17.7,Small
NCZ42,10.5,Small
DRA59,12.6,Medium
DRB25,12.3,Medium
FDE24,12.6,Medium
FDA57,18.85,High
FDZ46,7.485,Medium
FDX39,14.3,Medium
FDW35,10.6,Medium
FDZ55,12.6,Medium
FDI04,13.65,High
FDU46,12.6,Medium
FDE14,13.65,Medium
FDX23,6.445,High
NCN18,8.895,Small
FDR02,16.7,Medium
FDH04,6.115,Small
FDZ51,11.3,Medium
FDR15,9.3,Small
NCQ30,7.725,Medium
FDW45,18.0,Medium
FDQ52,17.0,Small
FDM01,12.6,Medium
FDE21,12.8,Medium
FDH28,15.85,Small
FDQ56,6.59,Medium
DRM49,6.11,Medium
NCI29,12.6,Medium
FDW44,9.5,Medium
FDR10,17.6,Medium
FDO60,20.0,Small
FDG08,13.15,Medium
FDP10,19.0,Medium
FDG45,8.1,Medium
DRM47,9.3,Medium
FDO40,12.6,Medium
DRE37,13.5,Medium
FDX13,7.725,High
FDE21,12.6,Medium
NCU53,5.485,Medium
NCH07,13.15,Medium
FDJ07,7.26,Medium
FDB46,10.5,Medium
DRL01,19.5,Small
FDN57,12.6,Small
FDO38,12.6,Medium
FDA45,21.25,Medium
FDP27,12.6,Small
DRG36,14.15,High
DRL47,19.7,Small
NCA05,12.6,Small
FDL38,13.8,High
FDC32,18.35,Small
NCI06,11.3,Medium
FDI05,8.35,Medium
FDR52,12.65,Medium
FDU26,16.7,Medium
FDG33,5.365,Medium
FDE38,6.52,Small
FDI35,14.0,Small
FDN23,6.575,High
NCP54,15.35,Small
FDO39,6.985,High
NCT17,10.8,High
NCK30,14.85,Small
FDM24,12.6,Medium
FDA35,14.85,Small
NCM07,9.395,High
FDD09,13.5,Medium
FDW07,18.0,Medium
FDM27,12.6,Medium
NCY53,20.0,Medium
FDA10,20.35,Medium
DRB24,8.785,Small
NCN53,12.6,Medium
FDA31,7.1,Medium
FDE24,14.85,Medium
FDA04,11.3,Medium
FDV26,20.25,Medium
FDF40,12.6,Medium
FDH34,12.6,Medium
FDO16,5.48,Medium
FDZ43,11.0,Small
DRJ51,14.1,Medium
NCL07,12.6,Small
FDU58,6.61,Small
FDI26,5.94,Small
FDG24,7.975,Medium
NCM19,12.65,Small
NCO29,11.15,Medium
NCM05,6.825,Medium
NCE07,8.18,Small
FDR10,17.6,Medium
FDO12,15.75,Medium
FDC17,12.15,Small
FDF34,9.3,Medium
FDO22,13.5,Medium
FDT52,9.695,Small
FDR24,12.6,Medium
FDP08,20.5,Small
FDF39,14.85,Small
NCQ06,13.0,High
FDR04,7.075,High
FDQ32,17.85,Small
DRD15,10.6,Medium
FDB02,9.695,Medium
NCS18,12.65,Medium
NCS30,5.945,Medium
FDN15,17.5,Medium
NCL31,7.39,Medium
FDV31,9.8,Medium
FDF38,11.8,High
DRK59,8.895,Medium
DRJ24,11.8,Medium
FDW51,12.6,Medium
FDN49,17.25,Small
FDE20,11.35,Medium
FDV38,19.25,Medium
FDH60,19.7,Medium
NCD55,14.0,Medium
FDU13,8.355,Medium
FDZ07,15.1,Medium
FDY13,12.1,Medium
FDP56,8.185,Medium
DRA59,12.6,Small
FDY40,15.5,High
FDW40,14.0,Small
NCW17,18.0,Small
DRN37,9.6,Medium
FDZ19,12.6,Medium
FDW34,9.6,High
FDC28,12.6,Medium
FDB29,16.7,Medium
FDE26,9.3,Medium
FDG45,8.1,Small
NCC18,19.1,Medium
NCU54,8.88,Medium
FDF26,6.825,Medium
FDX52,11.5,Small
FDR04,7.075,Medium
NCP06,20.7,Medium
FDN25,7.895,Medium
NCH42,6.86,Medium
FDO46,9.6,High
NCG54,12.1,Small
FDU07,11.1,High
DRJ11,9.5,Medium
FDH10,21.0,Medium
FDN56,5.46,Small
FDY56,12.6,Small
NCQ53,17.6,High
NCN54,20.35,Medium
NCC43,7.39,Medium
FDB35,12.6,Small
FDX33,9.195,High
NCT06,17.1,Small
FDM50,13.0,Medium
FDC37,15.5,Medium
NCT54,8.695,Medium
FDG34,12.6,Medium
NCW54,7.5,Small
FDZ46,7.485,Medium
NCK19,9.8,Medium
NCQ05,11.395,Medium
NCE54,20.7,Small
FDH17,16.2,Medium
FDB23,12.6,Small
DRL49,13.15,Small
FDT03,21.25,Small
FDW59,13.15,Medium
NCB18,19.6,Medium
FDI22,12.6,Medium
FDZ50,12.8,Medium
FDS14,7.285,Medium
NCN19,13.1,Medium
FDG46,8.63,Medium
FDS04,10.195,Medium
FDM58,16.85,Medium
FDB60,9.3,Medium
FDH28,15.85,Medium
NCU53,5.485,Medium
FDL44,18.25,High
FDI22,12.6,High
DRM37,12.6,Small
FDX40,12.85,Medium
DRG15,6.13,Small
FDV19,12.6,Small
DRF01,5.655,High
NCV54,11.1,Small
FDO21,11.6,Medium
FDA40,16.0,Medium
FDE59,12.15,Medium
FDX47,6.55,Medium
FDW34,9.6,Small
NCM30,19.1,Medium
FDA02,14.0,High
FDV19,14.85,Small
FDT48,4.92,High
FDD09,13.5,Medium
FDZ25,15.7,Medium
NCE19,8.97,Small
DRE25,15.35,Small
FDC14,12.6,Medium
FDO15,12.6,Medium
FDC46,17.7,Medium
NCX42,6.36,Small
FDK52,12.6,Medium
FDD04,12.6,Small
FDF12,8.235,Small
NCL41,12.35,Medium
NCW41,18.0,Small
FDO60,20.0,Medium
FDZ55,6.055,Medium
FDZ59,6.63,Medium
FDO24,12.6,Medium
FDW14,8.3,Medium
FDD40,20.25,High
FDJ38,8.6,Medium
NCO54,19.5,Medium
FDJ10,5.095,Medium
FDK27,11.0,Medium
FDR09,18.25,Medium
FDO60,20.0,Medium
FDX50,12.6,Medium
FDR44,12.6,Medium
FDD17,7.5,Medium
FDI60,7.22,Medium
FDH31,12.0,Small
FDL50,12.15,Medium
FDO21,11.6,Medium
FDW12,8.315,Small
FDT15,12.15,Medium
FDV25,5.905,Medium
DRH13,8.575,Medium
FDG21,17.35,Medium
NCI55,18.6,Small
NCO06,12.6,Medium
FDR27,15.1,Medium
FDA22,12.6,Medium
FDS03,7.825,Small
FDZ12,9.17,Medium
FDJ20,20.7,Medium
FDV09,12.1,High
FDW09,13.65,Medium
FDS36,8.38,Medium
FDY19,19.75,Medium
DRC49,8.67,Small
FDN12,15.6,Medium
FDJ03,12.35,Medium
FDC46,17.7,Medium
FDM02,12.5,Medium
FDV20,20.2,High
NCH07,13.15,Medium
FDL28,12.6,Small
FDJ46,12.6,Medium
FDQ34,10.85,High
NCD42,12.6,Medium
FDO34,17.7,Medium
FDX60,14.35,Medium
FDZ28,20.0,Medium
FDT36,12.3,High
FDL24,10.3,Medium
FDJ58,15.6,High
FDY12,9.8,Medium
FDP58,11.1,Medium
FDC41,12.6,Medium
FDY07,11.8,High
FDN08,7.72,Medium
FDJ53,12.6,Medium
FDX04,19.6,Small
FDZ19,6.425,Small
FDB45,20.85,Small
NCF54,18.0,Medium
FDX21,7.05,Medium
FDA50,16.25,Small
DRH39,20.7,Medium
FDA38,5.44,High
NCP30,20.5,High
FDW19,12.35,Medium
FDF41,12.6,Medium
DRF23,4.61,Small
NCP14,8.275,Medium
FDK44,12.6,Medium
DRA59,8.27,Medium
FDC28,7.905,Medium
NCO53,16.2,Medium
FDY55,12.6,Small
NCS54,13.6,Medium
NCM07,9.395,Medium
FDQ19,7.35,Medium
FDS40,15.35,High
FDC14,14.5,High
FDR12,12.6,Medium
FDM60,10.8,High
FDG26,18.85,Medium
NCL55,12.15,Medium
FDO21,11.6,Small
NCG18,15.3,High
FDA27,20.35,Small
DRG03,14.5,Medium
FDC22,6.89,Small
FDC21,14.6,Medium
FDN50,16.85,Medium
DRF27,8.93,High
FDW57,8.31,Medium
FDM34,19.0,Medium
FDZ39,12.6,Medium
FDU28,12.6,Small
FDQ27,5.19,Small
FDQ52,17.0,Medium
FDT51,11.65,High
NCI30,20.25,Medium
NCX29,10.0,Medium
FDX38,12.6,Small
FDO08,11.1,Medium
FDM15,11.8,Medium
FDW22,9.695,Medium
FDT08,13.65,Medium
FDS32,17.75,Small
NCI06,11.3,Medium
FDR21,12.6,Medium
FDD05,19.35,Small
FDZ02,6.905,Medium
FDH47,13.5,Medium
FDM58,16.85,Medium
FDG09,20.6,Medium
FDO27,6.175,Medium
FDI41,18.5,Medium
FDK34,13.35,Small
NCX54,12.6,Medium
FDL14,8.115,Medium
FDA13,15.85,Medium
FDS11,12.6,Small
FDT43,16.35,Medium
FDR07,21.35,Medium
FDF41,12.15,Medium
DRM23,16.6,Medium
FDO52,11.6,Medium
FDD10,20.6,Medium
FDN38,12.6,Small
FDE17,20.1,Small
FDZ03,13.65,Medium
FDD03,13.3,Medium
NCW18,12.6,Medium
DRG36,12.6,Medium
FDT43,16.35,Medium
NCU17,5.32,Medium
FDH50,15.0,Small
FDU57,8.27,High
FDA56,12.6,Medium
FDZ15,13.1,Medium
FDY51,12.5,Medium
DRF03,19.1,Small
NCV06,11.3,Medium
FDA21,13.65,High
NCQ53,12.6,Medium
NCO29,12.6,Medium
FDT26,18.85,Medium
FDI21,5.59,Small
NCI55,18.6,High
FDZ04,9.31,Medium
FDL27,6.17,Small
FDS45,5.175,Small
NCG43,12.6,Small
FDU28,19.2,Medium
FDO20,12.85,High
NCG55,16.25,High
NCM42,6.13,Medium
NCG07,12.3,Medium
NCQ29,12.6,Small
NCV05,10.1,Medium
NCO02,11.15,Medium
FDH19,19.35,Medium
DRG13,17.25,Medium
FDI57,19.85,Small
FDX51,9.5,Medium
FDW33,9.395,Medium
DRE12,4.59,High
FDY31,5.98,Small
FDR31,6.46,Medium
FDS55,7.02,Small
DRL60,8.52,Small
FDW55,12.6,Medium
FDT11,5.94,Medium
FDO50,16.25,Small
FDD28,10.695,Medium
FDN28,5.88,Medium
FDS35,9.3,Medium
FDB38,19.5,Small
FDT07,5.82,Medium
FDC53,8.68,Small
NCT41,15.7,Small
FDR40,12.6,Medium
FDH32,12.8,Medium
FDN60,15.1,Medium
FDR33,7.31,Small
FDB59,12.6,Medium
FDS07,12.35,Small
FDD02,16.6,High
FDH05,14.35,Small
FDR04,7.075,Medium
DRJ47,18.25,Small
FDW50,13.1,Medium
NCJ17,7.68,Medium
FDH60,19.7,Medium
DRL60,8.52,Medium
FDS32,17.75,Medium
FDM58,12.6,Medium
FDK10,5.785,Medium
NCS30,5.945,Small
FDY15,18.25,Medium
FDC53,8.68,High
FDK45,11.65,Small
FDH26,19.25,Medium
NCW06,16.2,Medium
FDV37,13.0,High
FDB52,17.75,Medium
FDF41,12.15,Small
FDA39,6.32,Medium
FDE56,17.25,Small
FDC56,7.72,Medium
FDT26,18.85,Medium
FDR21,19.7,Medium
FDC14,14.5,Small
FDI32,17.7,Small
FDI02,15.7,Small
FDE22,9.695,Medium
FDW26,11.8,Small
FDA36,12.6,Small
NCS06,12.6,Medium
NCX05,15.2,Small
FDU19,8.77,Small
FDA49,19.7,Small
NCZ42,10.5,Medium
FDX32,15.1,Medium
FDR01,5.405,High
FDQ15,20.35,High
FDQ14,12.6,Small
FDS56,5.785,Small
DRJ24,11.8,Medium
FDG52,12.6,Medium
FDF59,12.5,Medium
DRM49,6.11,Medium
NCP02,7.105,High
FDW13,8.5,Medium
FDV12,16.7,Medium
FDH14,17.1,Medium
FDQ20,8.325,Medium
FDT45,15.85,High
NCM26,12.6,Small
FDJ22,12.6,Medium
FDD29,12.15,Medium
FDA13,15.85,Medium
FDV47,17.1,Small
FDS57,15.5,Small
DRG36,14.15,Small
FDK38,12.6,Medium
DRJ49,6.865,Small
FDR37,16.5,Small
NCS53,14.5,Small
FDR22,19.35,Medium
NCP42,8.51,Medium
FDK38,6.65,Medium
NCC43,7.39,Small
FDH57,10.895,Medium
FDQ25,8.63,Small
FDA11,7.75,Small
FDG31,12.15,Medium
FDW28,18.25,Medium
FDV14,19.85,Medium
FDB60,9.3,Medium
FDU43,12.6,Medium
DRH11,5.98,Medium
FDC48,12.6,Small
DRK39,7.02,Small
FDB20,7.72,Medium
FDE51,5.925,High
FDX36,9.695,High
NCT29,12.6,Small
FDU45,15.6,Medium
FDF56,16.7,Medium
FDW07,18.0,Medium
FDR52,12.6,Medium
FDB45,20.85,Medium
NCT42,12.6,Medium
FDP52,18.7,Small
FDI50,12.6,Medium
FDU48,18.85,Medium
FDS43,11.65,Small
NCM41,16.5,High
FDP37,15.6,Medium
FDJ44,12.3,Medium
FDY38,12.6,Small
FDC20,10.65,Medium
FDF02,16.2,Medium
FDX38,10.5,Medium
FDN50,12.6,Medium
FDA07,7.55,Medium
FDT49,12.6,Medium
FDA09,13.35,Medium
FDV43,16.0,Medium
FDK58,12.6,Small
FDL22,16.85,High
FDP56,8.185,Medium
DRL47,19.7,Medium
NCT17,10.8,Small
FDR12,12.6,Medium
FDD39,16.7,Medium
FDG04,13.1,Medium
FDV19,14.85,Medium
FDS55,12.6,Small
FDM50,13.0,High
DRF13,12.1,Small
FDJ48,11.3,High
FDM20,10.0,High
FDP24,20.6,Medium
FDC16,11.5,Small
NCB42,11.8,Medium
FDN01,8.895,Medium
FDT34,9.3,Medium
FDA52,12.6,Medium
NCC18,19.1,Medium
NCR41,17.85,Medium
FDX23,6.445,Medium
FDP39,12.65,Medium
NCH07,13.15,Small
FDW47,12.6,Small
DRD13,15.0,Small
FDR48,11.65,High
FDE17,20.1,Medium
FDP60,17.35,Small
FDD57,18.1,Medium
FDW13,8.5,Medium
FDN24,14.1,Medium
FDJ34,11.8,Medium
FDD46,6.035,High
FDF46,12.6,Small
NCE43,12.5,Medium
FDN27,20.85,Small
FDW52,14.0,Medium
DRH03,17.25,Small
NCM29,11.5,Medium
FDR58,6.675,Medium
FDY50,5.8,Small
FDE16,8.895,Medium
NCE31,7.67,Medium
FDE53,10.895,Medium
DRK11,8.21,Medium
DRH13,8.575,High
FDA11,7.75,Medium
DRL35,12.6,Medium
DRF36,12.6,Medium
FDI07,12.35,Medium
FDI32,17.7,High
DRL60,8.52,Medium
NCY17,18.2,Small
DRH36,12.6,Small
FDX02,16.0,Small
FDG46,8.63,Medium
FDM60,10.8,Medium
FDJ22,18.75,Medium
FDU59,5.78,High
FDL38,13.8,Medium
FDZ23,17.75,High
FDX52,11.5,Medium
NCB42,11.8,Medium
NCU18,15.1,Medium
FDI32,12.6,Small
DRZ11,8.85,High
NCL54,12.6,Medium
FDS19,13.8,Small
DRB13,6.115,Medium
DRI51,17.25,Medium
FDS57,12.6,Medium
FDT39,6.26,Medium
FDH48,13.5,Medium
NCB18,19.6,Medium
FDR25,12.6,Medium
FDV21,11.5,Small
DRH23,14.65,Medium
FDS52,8.89,Medium
NCC31,8.02,Medium
FDU03,18.7,Medium
FDG50,7.405,Medium
FDY31,5.98,High
FDX39,12.6,Medium
FDE46,12.6,Small
NCN29,15.2,Medium
DRF13,12.1,Medium
FDT46,12.6,Small
